crop,year,season,state,city,area,production,fertilizer,pesticide,yield,avg_temp_c,total_rainfall_mm,avg_humidity_percent,N,P,K,pH
rice,2016,Whole Year,Andhra Pradesh,Nandyal,27.66602329855861,14,4021.8524061367416,59.71540294083731,0.520802923206946,24.010439431297534,1009.4185382550755,54.71817354766289,81,40,40,6.242647941763909
potato,2016,Whole Year,Andhra Pradesh,Nandyal,6.098464450200136,29,914.5453655171113,17.046922076382046,4.829159844642273,24.010439431297534,1009.4185382550755,54.71817354766289,110,60,100,5.434876559552496
tapioca,2017,Kharif,Andhra Pradesh,Nandyal,2.3553662269799807,15,324.67956679519955,7.331116082051433,6.737376653741414,26.340944737641856,1741.778114438532,67.38973851335994,58,39,90,5.747683428013225
guar seed,2017,Kharif,Andhra Pradesh,Nandyal,63.313930296133016,555,8258.556822791794,193.87894549358487,8.77593395286276,26.340944737641856,1741.778114438532,67.38973851335994,44,30,21,6.967354220576382
sugarcane,2017,Kharif,Andhra Pradesh,Nandyal,4.44277702551544,316,533.473122100153,9.686581582022784,71.16210286178082,26.340944737641856,1741.778114438532,67.38973851335994,139,60,89,6.472799826635282
coriander,2017,Kharif,Andhra Pradesh,Nandyal,201.48937931435407,405,28100.98952906035,561.964587415321,2.0140959231033664,26.340944737641856,1741.778114438532,67.38973851335994,17,59,69,7.707024182097304
groundnut,2017,Rabi,Andhra Pradesh,Nandyal,1.4617775593767801,0,216.65450388648057,2.9345474899829824,0.1,19.27525450512162,213.47601754835847,48.704930171540134,29,43,40,6.2827989845660035
gram,2017,Rabi,Andhra Pradesh,Nandyal,4.941747870201465,1,572.1750312490407,10.860222218224324,0.21871875280439187,19.27525450512162,213.47601754835847,48.704930171540134,18,44,31,6.9983965945050794
ragi,2017,Rabi,Andhra Pradesh,Nandyal,10.813079538187274,1,1346.050616664162,23.58235985718058,0.1,19.27525450512162,213.47601754835847,48.704930171540134,50,30,31,6.225021245005619
barley,2017,Rabi,Andhra Pradesh,Nandyal,15.54363336165679,6,1901.296426514482,28.96085226682796,0.4004784699549548,19.27525450512162,213.47601754835847,48.704930171540134,71,40,28,6.614522784133492
moong(green gram),2017,Summer,Andhra Pradesh,Nandyal,14.122173664686061,1,1779.4681276216731,29.943829038092527,0.1,32.603188100870085,277.56781238562206,45.82000420561201,18,38,29,6.648196916871143
jowar,2017,Summer,Andhra Pradesh,Nandyal,11.884386450463913,2,1757.2500401660545,26.462709425940336,0.21847216565982402,32.603188100870085,277.56781238562206,45.82000420561201,59,33,31,6.687636299632123
tobacco,2017,Summer,Andhra Pradesh,Nandyal,2.913484572371178,0,438.19294664231415,4.618367249974859,0.1,32.603188100870085,277.56781238562206,45.82000420561201,75,45,75,6.0461741735363566
sweet potato,2017,Summer,Andhra Pradesh,Nandyal,24.48968598180288,3,3516.358279938448,63.60154126662712,0.1248740760136741,32.603188100870085,277.56781238562206,45.82000420561201,71,39,79,5.8727062959551946
arhar/tur,2017,Summer,Andhra Pradesh,Nandyal,6.531377894920568,0,945.4337006313068,16.912682728062478,0.1,32.603188100870085,277.56781238562206,45.82000420561201,25,38,34,6.4862719505347535
sesamum,2017,Whole Year,Andhra Pradesh,Nandyal,5.958651810555291,0,852.4231791543889,12.685287813259007,0.1,26.820609038053764,954.1306439233315,61.62490674019971,38,30,31,6.482102879029674
urad,2017,Whole Year,Andhra Pradesh,Nandyal,49.5351524063214,9,6980.494723438182,122.71398907537446,0.2018668349394888,26.820609038053764,954.1306439233315,61.62490674019971,23,41,31,6.50439440292173
cardamom,2017,Whole Year,Andhra Pradesh,Nandyal,2.961891231395533,4,351.4339106149028,5.999316579471622,1.529471554947558,26.820609038053764,954.1306439233315,61.62490674019971,86,41,28,5.724238815412328
sweet potato,2017,Whole Year,Andhra Pradesh,Nandyal,16.153034079588828,165,1963.4193971484308,55.173968846329586,10.234149115499397,26.820609038053764,954.1306439233315,61.62490674019971,70,39,77,5.88926947752202
jute,2018,Kharif,Andhra Pradesh,Nandyal,1.132608118260682,2,167.72649567874313,2.8884171217973096,1.7894101317414144,25.888071687192177,1901.081361575769,76.59849231533232,80,39,61,6.318429482702556
soyabean,2018,Kharif,Andhra Pradesh,Nandyal,35.62230698365701,3,3916.7423179622865,93.47614966331142,0.1,25.888071687192177,1901.081361575769,76.59849231533232,28,50,38,6.4936790081005205
other oilseeds,2018,Kharif,Andhra Pradesh,Nandyal,1.3468502723535538,4,172.92322350333743,2.961326435797557,2.9824953750447776,25.888071687192177,1901.081361575769,76.59849231533232,28,72,38,5.5187111818483086
other  rabi pulses,2018,Kharif,Andhra Pradesh,Nandyal,14.362739972211877,21,1831.0843383222893,32.31811063857939,1.5173045270352845,25.888071687192177,1901.081361575769,76.59849231533232,71,15,74,7.3573170585749175
other summer pulses,2018,Kharif,Andhra Pradesh,Nandyal,1.5704177949344786,10,203.30422192842548,3.8808971276822852,6.62224844915078,25.888071687192177,1901.081361575769,76.59849231533232,111,17,73,7.338570118679796
gram,2018,Rabi,Andhra Pradesh,Nandyal,4.714183026762095,0,586.234054620807,12.400516271140273,0.17330458555151798,19.639752978068167,190.54165898972693,45.276022045436136,21,45,29,7.036074537480715
onion,2018,Rabi,Andhra Pradesh,Nandyal,1.6281002963832583,1,160.4763943585433,3.652783682000102,0.9556844345524212,19.639752978068167,190.54165898972693,45.276022045436136,81,45,70,6.364999653301678
moong(green gram),2018,Rabi,Andhra Pradesh,Nandyal,27.938169765729302,2,2651.113155259144,78.98071614069835,0.1,19.639752978068167,190.54165898972693,45.276022045436136,19,41,31,6.622225609585341
peas & beans (pulses),2018,Rabi,Andhra Pradesh,Nandyal,5.9084146186024356,0,713.4035105784939,11.205090796318515,0.1,19.639752978068167,190.54165898972693,45.276022045436136,25,44,33,6.523816045428417
banana,2018,Summer,Andhra Pradesh,Nandyal,12.21239848140479,22,1294.9104865425895,28.986959222310688,1.8324323503333944,29.966953255535383,312.10466297447033,52.69586531667828,111,39,70,6.470388900068859
tobacco,2018,Summer,Andhra Pradesh,Nandyal,18.300384858326552,2,2161.471486191788,50.03831856952767,0.14686765854074385,29.966953255535383,312.10466297447033,52.69586531667828,73,44,75,5.965583465388642
jowar,2018,Summer,Andhra Pradesh,Nandyal,11.413299975554706,3,1400.6688040510737,29.08631961632169,0.34663378812222084,29.966953255535383,312.10466297447033,52.69586531667828,58,35,31,6.601134219994909
sesamum,2018,Summer,Andhra Pradesh,Nandyal,8.770229092043138,2,1058.797302913508,19.337982504174775,0.2594522426838045,29.966953255535383,312.10466297447033,52.69586531667828,39,30,29,6.546711282466393
soyabean,2018,Summer,Andhra Pradesh,Nandyal,15.772015105789764,1,1907.456867885099,45.43106190415732,0.1,29.966953255535383,312.10466297447033,52.69586531667828,29,50,39,6.411590994275857
safflower,2018,Whole Year,Andhra Pradesh,Nandyal,8.970927131736685,7,1151.1530672806011,22.701553205026308,0.8575134003525701,23.36950037185772,918.986271650362,55.96765475633038,90,67,20,6.930680629204718
sunflower,2018,Whole Year,Andhra Pradesh,Nandyal,3.729034241425094,3,512.0814375597848,11.283616969393014,0.929127124064889,23.36950037185772,918.986271650362,55.96765475633038,59,38,50,6.539953422066276
dry chillies,2018,Whole Year,Andhra Pradesh,Nandyal,3.6063291844666283,2,459.1347189080771,8.03614483470834,0.5971406790313197,23.36950037185772,918.986271650362,55.96765475633038,38,17,72,6.862661233856142
khesari,2018,Whole Year,Andhra Pradesh,Nandyal,28.703844909421775,6,3309.755670848024,76.47594369114807,0.2094970975038403,23.36950037185772,918.986271650362,55.96765475633038,42,15,27,5.170821035907847
coriander,2018,Whole Year,Andhra Pradesh,Nandyal,0.28277628417026246,0,37.44531992692794,0.7663771830183778,1.1687123821255683,23.36950037185772,918.986271650362,55.96765475633038,16,59,69,7.682098408508563
small millets,2019,Kharif,Andhra Pradesh,Nandyal,87.60451182953365,58,13647.391749172179,190.49543481165614,0.6721434867754698,24.976188557461754,1774.5269327910646,76.15530458044772,45,37,29,5.491599697593194
sugarcane,2019,Kharif,Andhra Pradesh,Nandyal,2.431421729248693,152,337.2088484042967,5.897299847530706,62.571402006650004,24.976188557461754,1774.5269327910646,76.15530458044772,135,59,90,6.477291238608973
sweet potato,2019,Kharif,Andhra Pradesh,Nandyal,102.36139050515578,11,13729.13480981283,278.93727021774265,0.1170592338347356,24.976188557461754,1774.5269327910646,76.15530458044772,71,40,78,5.869179111566636
sannhamp,2019,Kharif,Andhra Pradesh,Nandyal,6.1367823474078165,2,783.19418158851,10.571795245610039,0.423195916502951,24.976188557461754,1774.5269327910646,76.15530458044772,116,22,35,6.594478603402406
guar seed,2019,Kharif,Andhra Pradesh,Nandyal,27.22422713065938,151,3755.7779764250354,67.81295160170778,5.574412211299375,24.976188557461754,1774.5269327910646,76.15530458044772,43,32,21,6.987553529881311
masoor,2019,Rabi,Andhra Pradesh,Nandyal,1.381296824283494,0,214.82126931924077,3.363567985147674,0.11830588133738619,19.804081729839723,201.3693025977411,42.97025085636807,20,39,29,6.813345741258024
other cereals,2019,Rabi,Andhra Pradesh,Nandyal,4.73681897512802,2,630.9583694022589,12.548401564061182,0.6144219713119642,19.804081729839723,201.3693025977411,42.97025085636807,106,49,66,6.261993200143936
wheat,2019,Rabi,Andhra Pradesh,Nandyal,6.027389771907855,1,785.9610045647017,8.249771728369764,0.3148788386910387,19.804081729839723,201.3693025977411,42.97025085636807,91,50,41,6.505071726387219
urad,2019,Rabi,Andhra Pradesh,Nandyal,2.2073652125118217,0,296.4051146058623,4.120934997234157,0.1,19.804081729839723,201.3693025977411,42.97025085636807,21,42,31,6.47415162552708
garlic,2019,Rabi,Andhra Pradesh,Nandyal,29.976705273638096,15,4199.527702197669,70.5244210688547,0.5282262821262889,19.804081729839723,201.3693025977411,42.97025085636807,93,49,79,6.545722636115597
ragi,2019,Summer,Andhra Pradesh,Nandyal,4.106658652938238,0,548.8048539473098,10.151406265056126,0.1769525797327448,30.96607373634421,279.8698654031554,52.92194885841401,50,29,29,6.232417710956869
sesamum,2019,Summer,Andhra Pradesh,Nandyal,10.482543838541288,1,1410.313098424337,20.597020676254747,0.1708564746338338,30.96607373634421,279.8698654031554,52.92194885841401,39,31,29,6.437681907292934
soyabean,2019,Summer,Andhra Pradesh,Nandyal,19.51191970664134,1,2657.274125146133,53.202749656803284,0.1,30.96607373634421,279.8698654031554,52.92194885841401,31,48,40,6.347226084434504
sweet potato,2019,Summer,Andhra Pradesh,Nandyal,1.1283912571757464,0,145.71077256503412,3.0775674247009666,0.3677348549180272,30.96607373634421,279.8698654031554,52.92194885841401,70,41,80,5.881850227658543
jowar,2019,Summer,Andhra Pradesh,Nandyal,3.62554564361394,0,519.5325738167268,6.663520970629707,0.25311378763419745,30.96607373634421,279.8698654031554,52.92194885841401,60,35,29,6.745162777501406
cardamom,2019,Whole Year,Andhra Pradesh,Nandyal,2.439655089816634,4,387.50215665040565,5.20730042186085,1.826559462870634,24.16601210061829,988.0785341073183,65.11170731695266,82,40,28,5.697304929458285
khesari,2019,Whole Year,Andhra Pradesh,Nandyal,3.1304700336873195,1,443.1106583973906,6.733177111281153,0.3758107459349297,24.16601210061829,988.0785341073183,65.11170731695266,44,16,26,5.202958518562943
mesta,2019,Whole Year,Andhra Pradesh,Nandyal,19.170718414977806,17,2569.0469559885864,43.12221025948222,0.9387700127076474,24.16601210061829,988.0785341073183,65.11170731695266,117,20,62,7.433057191719516
oilseeds total,2019,Whole Year,Andhra Pradesh,Nandyal,7.251204624594652,1,873.1168875573466,19.096193493997,0.18991464437981473,24.16601210061829,988.0785341073183,65.11170731695266,29,37,61,5.927513532062665
safflower,2019,Whole Year,Andhra Pradesh,Nandyal,1.5172897278822302,0,217.36922139053985,3.0645102464519782,0.45011131075693434,24.16601210061829,988.0785341073183,65.11170731695266,90,68,18,6.914189411945525
soyabean,2020,Kharif,Andhra Pradesh,Nandyal,9.583834858478994,0,1216.5633881854262,22.13592273090582,0.1,26.19337754035996,1594.9636764270533,74.77904412338616,28,49,39,6.372418387156785
arecanut,2020,Kharif,Andhra Pradesh,Nandyal,13.854840913237739,54,1520.51716460861,41.53755426703338,3.9526078329912435,26.19337754035996,1594.9636764270533,74.77904412338616,40,33,45,6.940985683937144
cotton(lint),2020,Kharif,Andhra Pradesh,Nandyal,22.87123799763941,2,2478.729569397755,56.49695137630215,0.1,26.19337754035996,1594.9636764270533,74.77904412338616,90,45,44,6.121520894191874
other cereals,2020,Rabi,Andhra Pradesh,Nandyal,47.907533919678315,32,5138.937243767286,72.84233302740103,0.6772904760285364,18.850902084509528,196.2093876953369,43.38133670677181,106,48,67,6.30736998955708
peas & beans (pulses),2020,Rabi,Andhra Pradesh,Nandyal,3.2527913550372953,0,360.3944299576548,8.941867914116946,0.10092534007648499,18.850902084509528,196.2093876953369,43.38133670677181,25,44,34,6.5283342578919745
barley,2020,Rabi,Andhra Pradesh,Nandyal,2.826109760773281,0,365.46180261387093,7.057745023020695,0.28749243998144713,18.850902084509528,196.2093876953369,43.38133670677181,70,39,31,6.557196609346954
soyabean,2020,Summer,Andhra Pradesh,Nandyal,1.2601892575187181,0,181.1256059931548,2.2750091905442593,0.1,30.281644317211438,279.4998178808757,46.993842303238225,31,49,40,6.393534970181501
urad,2020,Summer,Andhra Pradesh,Nandyal,8.382153206720515,0,1084.5427549869908,19.71818399058285,0.1,30.281644317211438,279.4998178808757,46.993842303238225,22,42,31,6.535629523350996
sunflower,2020,Summer,Andhra Pradesh,Nandyal,17.010535950591,2,2346.328936460873,38.6251012918418,0.13025865759637753,30.281644317211438,279.4998178808757,46.993842303238225,58,39,51,6.64860620035487
maize,2020,Summer,Andhra Pradesh,Nandyal,18.64271261370754,1,2449.163738871709,34.41167445097943,0.1,30.281644317211438,279.4998178808757,46.993842303238225,100,43,34,6.2473365699815675
onion,2020,Summer,Andhra Pradesh,Nandyal,7.626467594563897,7,1064.84044833221,22.80574111414019,0.9910524289472876,30.281644317211438,279.4998178808757,46.993842303238225,78,45,70,6.404070562919506
coriander,2020,Whole Year,Andhra Pradesh,Nandyal,14.082546850604393,22,2331.1853493497288,35.75503800406618,1.5795786877049254,25.2975679206068,1065.7999991574861,59.31227323854192,15,58,70,7.761253599770572
safflower,2020,Whole Year,Andhra Pradesh,Nandyal,36.76527303733586,30,5280.595545048357,104.90671795567941,0.8286578808798672,25.2975679206068,1065.7999991574861,59.31227323854192,93,68,18,6.895073392711472
ragi,2020,Whole Year,Andhra Pradesh,Nandyal,2.7483019687211656,1,408.5643129939073,4.9025104574878045,0.4284271933649815,25.2975679206068,1065.7999991574861,59.31227323854192,48,28,30,6.294927540083879
khesari,2020,Whole Year,Andhra Pradesh,Nandyal,2.692453578554158,0,326.0396601344545,5.549121523778627,0.1491028482930268,25.2975679206068,1065.7999991574861,59.31227323854192,41,16,25,5.2151427547237965
other oilseeds,2021,Kharif,Andhra Pradesh,Nandyal,4.12259431027342,27,514.3395429659099,9.363838011802894,6.673248942063115,27.64359767068929,1920.9806134194346,69.25704965284662,30,70,38,5.560030391625372
other kharif pulses,2021,Kharif,Andhra Pradesh,Nandyal,4.549665162507433,0,600.7254655996084,10.78889168779871,0.2069034667611611,27.64359767068929,1920.9806134194346,69.25704965284662,53,78,28,6.751211338161274
other summer pulses,2021,Kharif,Andhra Pradesh,Nandyal,6.596232873584427,65,653.9102347203528,18.248683188941698,9.890239766585035,27.64359767068929,1920.9806134194346,69.25704965284662,111,18,74,7.289305603088623
onion,2021,Rabi,Andhra Pradesh,Nandyal,3.148039380298836,1,399.33389783874213,7.521554649365827,0.3769427758434395,19.798408087887722,195.2666248336495,33.41497848722524,79,45,70,6.367597076631621
wheat,2021,Rabi,Andhra Pradesh,Nandyal,4.546845042984365,0,603.4103595946434,12.279646717438993,0.19658500794963965,19.798408087887722,195.2666248336495,33.41497848722524,90,49,40,6.520280630579488
garlic,2021,Rabi,Andhra Pradesh,Nandyal,16.845952340500798,3,2128.8412009720623,41.81967899972475,0.19272118011245606,19.798408087887722,195.2666248336495,33.41497848722524,91,51,79,6.4823997043601835
masoor,2021,Rabi,Andhra Pradesh,Nandyal,14.077746826876435,1,1897.061923289802,31.58243665430538,0.1,19.798408087887722,195.2666248336495,33.41497848722524,19,39,30,6.827769336419439
groundnut,2021,Summer,Andhra Pradesh,Nandyal,191.7444843463265,23,25855.833407029088,335.1177128422525,0.12480445264167842,29.280670698398367,251.50498601749447,46.637885586469935,31,44,40,6.350767087301725
gram,2021,Summer,Andhra Pradesh,Nandyal,7.369563619839537,0,1159.318622938528,16.889271440760933,0.12557532440825578,29.280670698398367,251.50498601749447,46.637885586469935,20,43,29,7.064975282344008
onion,2021,Summer,Andhra Pradesh,Nandyal,1.3004754701550454,1,169.2939009619035,3.3242245970737647,0.9434252829573827,29.280670698398367,251.50498601749447,46.637885586469935,81,45,70,6.3513078057654795
moong(green gram),2021,Whole Year,Andhra Pradesh,Nandyal,16.19037313440963,2,1829.8064945357296,46.93745941541887,0.1591730567704709,26.639343138147858,865.6371040130497,61.112424076367844,18,41,29,6.572283792088164
banana,2021,Whole Year,Andhra Pradesh,Nandyal,8.506263557545031,3,1175.8923569939889,21.822986211226755,0.39325703746367685,26.639343138147858,865.6371040130497,61.112424076367844,109,41,69,6.545805965110936
arecanut,2021,Whole Year,Andhra Pradesh,Nandyal,68.82556785827155,108,8162.484029098443,127.47037569045877,1.580798717976781,26.639343138147858,865.6371040130497,61.112424076367844,39,32,47,6.934119919934861
sugarcane,2022,Kharif,Andhra Pradesh,Nandyal,3.4109634864403278,243,457.1782941004722,6.350711300903176,71.42778601911816,28.263767470123454,1697.9230157855484,68.78530172812108,141,60,88,6.549541998196477
linseed,2022,Kharif,Andhra Pradesh,Nandyal,1.1623616006373254,1,127.9241133268386,2.783959122394644,1.5815716096751005,28.263767470123454,1697.9230157855484,68.78530172812108,16,73,40,5.4901396522978345
soyabean,2022,Kharif,Andhra Pradesh,Nandyal,4.222722565107589,0,473.5934398234466,12.244443906123038,0.1,28.263767470123454,1697.9230157855484,68.78530172812108,30,50,38,6.452448409215696
other kharif pulses,2022,Kharif,Andhra Pradesh,Nandyal,15.671575476034423,7,2173.4545611381564,42.45810431879884,0.4987258500063247,28.263767470123454,1697.9230157855484,68.78530172812108,50,77,28,6.673472043768736
sesamum,2022,Rabi,Andhra Pradesh,Nandyal,13.182603372559061,1,1468.7343964790884,23.19600713677564,0.1,18.810735719416687,172.44126778266542,43.41442465980878,38,29,29,6.490444770085336
gram,2022,Rabi,Andhra Pradesh,Nandyal,6.039338243322513,0,825.276228923074,15.615246004814551,0.14408161988877535,18.810735719416687,172.44126778266542,43.41442465980878,22,44,30,7.001250675089947
peas & beans (pulses),2022,Rabi,Andhra Pradesh,Nandyal,4.664635933828524,0,502.3535614041639,10.536449687820255,0.1,18.810735719416687,172.44126778266542,43.41442465980878,24,45,35,6.52398376453126
other cereals,2022,Rabi,Andhra Pradesh,Nandyal,7.518275683457784,3,1231.8857914689524,17.14124667958901,0.5095895877663958,18.810735719416687,172.44126778266542,43.41442465980878,105,49,66,6.316819889401617
masoor,2022,Rabi,Andhra Pradesh,Nandyal,2.0308519957847073,0,265.5045461427226,4.917901784823257,0.1,18.810735719416687,172.44126778266542,43.41442465980878,19,40,27,6.802558271476437
moong(green gram),2022,Summer,Andhra Pradesh,Nandyal,3.947196182316161,0,523.2254976365799,9.726797639550519,0.1,29.48277638304605,243.90507690913185,40.4469151792291,20,40,29,6.5754638934583625
banana,2022,Summer,Andhra Pradesh,Nandyal,0.36446919344891077,0,52.488957515447936,0.6754519935757995,1.0694263626918057,29.48277638304605,243.90507690913185,40.4469151792291,110,41,70,6.497982165417653
tobacco,2022,Summer,Andhra Pradesh,Nandyal,3.208612366820983,0,288.5159878628927,6.99959500358227,0.1,29.48277638304605,243.90507690913185,40.4469151792291,74,44,73,6.021658509128192
sesamum,2022,Summer,Andhra Pradesh,Nandyal,6.90011725719756,0,796.3008965643861,19.862874884516525,0.12927003680516708,29.48277638304605,243.90507690913185,40.4469151792291,40,28,30,6.49938760603308
jowar,2022,Summer,Andhra Pradesh,Nandyal,5.001607366558039,0,765.6512244109465,9.259173334669347,0.15924541961704208,29.48277638304605,243.90507690913185,40.4469151792291,59,34,29,6.68226870995234
other kharif pulses,2022,Whole Year,Andhra Pradesh,Nandyal,3.7446987141966255,5,482.96844093992684,7.926998910695565,1.4909292170904012,26.176936261994886,827.3693337613677,59.162705291392534,49,76,28,6.756312593680961
arecanut,2022,Whole Year,Andhra Pradesh,Nandyal,3.480901334434074,4,455.51858447473904,7.06536526217794,1.257841635350938,26.176936261994886,827.3693337613677,59.162705291392534,39,33,47,6.992446355452724
urad,2022,Whole Year,Andhra Pradesh,Nandyal,43.78094742810961,18,6181.301446121659,115.46663040102145,0.42874768051179285,26.176936261994886,827.3693337613677,59.162705291392534,22,42,31,6.501543677609082
other kharif pulses,2023,Kharif,Andhra Pradesh,Nandyal,7.382584012871326,3,800.1238819390961,18.89849358398972,0.5188126170051723,26.487367520366274,1593.208842055104,74.22728336309999,50,78,28,6.736515250746696
potato,2023,Kharif,Andhra Pradesh,Nandyal,8.497026798199121,0,1309.5557012898976,21.211138802824294,0.1,26.487367520366274,1593.208842055104,74.22728336309999,109,59,100,5.449531322857346
other oilseeds,2023,Kharif,Andhra Pradesh,Nandyal,24.996305388600458,87,3852.117940101067,58.60677770922606,3.4992351003562177,26.487367520366274,1593.208842055104,74.22728336309999,33,72,37,5.530133664844182
arhar/tur,2023,Kharif,Andhra Pradesh,Nandyal,37.97374328771612,3,4748.482441130108,72.97212133057789,0.1,26.487367520366274,1593.208842055104,74.22728336309999,23,39,34,6.476779062007811
jute,2023,Kharif,Andhra Pradesh,Nandyal,2.551322508748373,5,356.4815130799935,5.999742927422305,2.0783536601269157,26.487367520366274,1593.208842055104,74.22728336309999,80,40,59,6.294639313333083
sesamum,2023,Rabi,Andhra Pradesh,Nandyal,4.5655112744621045,0,716.2480859226471,11.105332690119589,0.1,18.29000625775832,196.37689314738682,43.25016679870636,40,29,29,6.452768717493987
onion,2023,Rabi,Andhra Pradesh,Nandyal,4.167241736558323,4,516.0592956866702,10.110718332296898,0.9691661070264417,18.29000625775832,196.37689314738682,43.25016679870636,79,44,69,6.404432843805353
urad,2023,Rabi,Andhra Pradesh,Nandyal,3.514383305669907,0,350.6531363113963,8.954054876421539,0.1,18.29000625775832,196.37689314738682,43.25016679870636,23,40,32,6.467302992959153
garlic,2023,Rabi,Andhra Pradesh,Nandyal,15.965615215892214,8,1865.0111552473722,34.86932218902211,0.5302682239189042,18.29000625775832,196.37689314738682,43.25016679870636,90,49,79,6.447545090996494
moong(green gram),2023,Rabi,Andhra Pradesh,Nandyal,1.3306124238335557,0,177.94461162201762,4.085271488629424,0.1,18.29000625775832,196.37689314738682,43.25016679870636,19,41,30,6.562263379399664
horse-gram,2023,Summer,Andhra Pradesh,Nandyal,2.1181267243659825,0,235.05624934854248,4.177580835240652,0.18351375311281004,30.587914802779473,323.29925041991424,49.666350576527485,47,20,74,5.577850219641235
sannhamp,2023,Summer,Andhra Pradesh,Nandyal,6.972482133303164,4,833.7197396552958,11.301315209519776,0.6650990271855339,30.587914802779473,323.29925041991424,49.666350576527485,116,21,35,6.56695664335335
sesamum,2023,Summer,Andhra Pradesh,Nandyal,8.903261678822517,2,1383.1074730520338,25.498198009021287,0.2618174089652261,30.587914802779473,323.29925041991424,49.666350576527485,40,30,29,6.493966575175738
other  rabi pulses,2023,Whole Year,Andhra Pradesh,Nandyal,5.811352401327061,3,777.6254581197917,16.424883313038666,0.6303754434679126,25.43397108920019,921.3545188685439,65.01742747429086,71,15,74,7.257401440617382
moth,2023,Whole Year,Andhra Pradesh,Nandyal,9.187598961309972,15,1446.3936366711064,29.470017885321887,1.6786140882940082,25.43397108920019,921.3545188685439,65.01742747429086,30,25,58,5.778379892242827
urad,2023,Whole Year,Andhra Pradesh,Nandyal,22.838141126770292,4,2113.283959114127,45.334135833069375,0.20522715864668753,25.43397108920019,921.3545188685439,65.01742747429086,21,41,31,6.439354567195871
